tweet_id,favorite_count,retweet_count
731156023742988288,3763,1237
730924654643314689,6021,1933
730573383004487680,4787,2084
730427201120833536,3420,1021
730211855403241472,3745,1035
730196704625098752,4740,1847
729854734790754305,3953,1097
729838605770891264,1688,372
729823566028484608,3893,1219
729463711119904772,5673,2266
729113531270991872,1839,312
728986383096946689,3080,801
728760639972315136,4575,1661
728751179681943552,2707,663
728653952833728512,3242,1010
728409960103686147,4802,1946
728387165835677696,3624,940
728046963732717569,4209,1170
728035342121635841,4464,1628
728015554473250816,4043,1083
727685679342333952,2904,628
727644517743104000,5741,1701
727524757080539137,4386,1187
727314416056803329,3270,721
727286334147182592,2991,793
727175381690781696,3834,1354
727155742655025152,3553,1296
726935089318363137,6730,2376
726887082820554753,3751,1486
726828223124897792,3491,978
726224900189511680,4332,1116
725842289046749185,6927,2599
725786712245440512,4089,1338
725729321944506368,5100,1740
725458796924002305,1390,601
724983749226668032,3657,1277
724771698126512129,2296,620
724405726123311104,5171,1611
724049859469295616,4243,1733
724046343203856385,2606,543
724004602748780546,4106,1504
723912936180330496,3803,1205
723688335806480385,7512,2860
723673163800948736,2953,866
723179728551723008,5189,1816
722974582966214656,4022,1528
722613351520608256,4862,1598
721503162398597120,4522,1784
721001180231503872,2478,596
720785406564900865,3049,748
720775346191278080,2408,643
720415127506415616,4041,1460
720389942216527872,6227,2439
720340705894408192,2806,951
720059472081784833,3786,1099
720043174954147842,4812,1956
719991154352222208,4734,1695
719704490224398336,4440,1388
719551379208073216,4943,1846
719367763014393856,2735,727
719339463458033665,4343,1199
719332531645071360,3355,923
718971898235854848,3417,1048
718939241951195136,5138,1712
718631497683582976,18476,7825
718613305783398402,2387,470
718540630683709445,2400,992
718460005985447936,2642,512
718454725339934721,4765,1477
718246886998687744,1867,484
718234618122661888,3793,962
717841801130979328,2402,590
717790033953034240,2821,1082
717537687239008257,5649,1804
717428917016076293,1578,435
717421804990701568,3091,818
717047459982213120,6158,1880
717009362452090881,3174,939
716802964044845056,4190,1143
716791146589110272,8002,1540
716730379797970944,1207,416
716447146686459905,12773,5720
716439118184652801,2330,203
716285507865542656,2709,1027
716080869887381504,6635,1850
715928423106027520,3124,855
715758151270801409,3641,1399
715733265223708672,4559,1649
715704790270025728,2729,556
715696743237730304,3829,1259
715680795826982913,4208,1568
715360349751484417,5358,1525
715342466308784130,2986,675
715220193576927233,2373,632
715200624753819648,5037,1831
715009755312439296,4066,1194
714982300363173890,3651,1008
714962719905021952,7201,4147
714957620017307648,4058,1374
714631576617938945,3209,968
714606013974974464,3552,903
714485234495041536,2621,1098
714258258790387713,2970,707
714251586676113411,3205,816
714214115368108032,2227,849
714141408463036416,4232,1360
713919462244790272,3227,776
713909862279876608,1857,526
713900603437621249,2778,721
713761197720473600,4764,1337
713411074226274305,4345,1272
713177543487135744,7076,2780
713175907180089344,4367,1439
712809025985978368,18668,6571
712717840512598017,12084,4842
712668654853337088,4097,1187
712438159032893441,5212,1526
712309440758808576,237,25
712097430750289920,3706,1008
712092745624633345,2881,863
712085617388212225,3214,475
712065007010385924,2215,606
711998809858043904,0,125
711968124745228288,7889,2245
711743778164514816,2783,966
711732680602345472,8645,3994
711694788429553666,32197,17915
711652651650457602,3777,893
711363825979756544,3569,1104
711306686208872448,3235,718
711008018775851008,2938,595
710997087345876993,4478,1350
710844581445812225,2495,667
710833117892898816,2636,518
710658690886586372,2259,546
710609963652087808,4699,2318
710588934686908417,4442,1817
710296729921429505,2325,718
710283270106132480,2108,510
710272297844797440,4437,1220
710269109699739648,2344,1088
710153181850935296,2854,871
710140971284037632,2704,856
710117014656950272,5362,1939
709918798883774466,3426,1066
709901256215666688,649,99
709852847387627521,3443,1175
709566166965075968,3477,1174
709556954897764353,3224,1046
709519240576036864,1468,231
709449600415961088,2174,558
709409458133323776,2561,664
709225125749587968,2370,562
709207347839836162,12264,5636
709198395643068416,2395,631
709179584944730112,1966,656
709158332880297985,1999,407
709042156699303936,4639,1590
708853462201716736,1771,646
708845821941387268,2924,876
708834316713893888,1654,491
708810915978854401,16147,6764
708738143638450176,2699,791
708711088997666817,2485,700
708479650088034305,2499,666
708469915515297792,3046,799
708400866336894977,15650,9821
708356463048204288,3509,1286
708349470027751425,2304,720
708149363256774660,4210,1521
708130923141795840,3316,833
708119489313951744,2641,961
708109389455101952,1912,540
708026248782585858,4313,1885
707995814724026368,3072,1104
707983188426153984,49,2
707969809498152960,2643,941
707776935007539200,3222,937
707741517457260545,2435,598
707738799544082433,4004,2408
707693576495472641,3332,966
707629649552134146,2524,851
707610948723478529,16645,6197
707420581654872064,2227,679
707411934438625280,2260,585
707387676719185920,3432,1254
707377100785885184,3210,1068
707315916783140866,2427,627
707297311098011648,2716,764
707059547140169728,2546,658
707038192327901184,2146,765
707021089608753152,4008,1325
707014260413456384,2270,585
706904523814649856,14297,7683
706901761596989440,2010,575
706681918348251136,3245,955
706644897839910912,2523,1064
706593038911545345,2115,618
706538006853918722,3411,1401
706516534877929472,3062,1014
706346369204748288,3386,905
706310011488698368,20886,7735
706291001778950144,1671,470
706265994973601792,2682,915
706169069255446529,3833,2155
706166467411222528,5068,1572
706153300320784384,1456,379
705975130514706432,3050,716
705970349788291072,3114,876
705898680587526145,2320,538
705786532653883392,1897,507
705591895322394625,3113,1125
705475953783398401,2902,890
705442520700944385,4344,1588
705428427625635840,3743,1642
705239209544720384,2949,734
705223444686888960,2544,782
705102439679201280,2105,508
705066031337840642,2148,610
704871453724954624,4206,1094
704859558691414016,2214,527
704847917308362754,4975,1493
704819833553219584,2592,963
704761120771465216,6520,2866
704499785726889984,2860,993
704491224099647488,736,76
704480331685040129,3328,1048
704364645503647744,7832,3474
704347321748819968,1550,343
704134088924532736,1480,447
704113298707505153,1815,561
704054845121142784,2868,896
703774238772166656,1810,448
703769065844768768,3214,1120
703631701117943808,2526,668
703611486317502464,3768,1498
703425003149250560,3741,1338
703407252292673536,2395,680
703382836347330562,3446,1119
703356393781329922,1879,377
703268521220972544,1943,535
703079050210877440,7253,3005
703041949650034688,25854,12190
702932127499816960,2533,706
702899151802126337,1591,445
702684942141153280,3170,1054
702671118226825216,2165,547
702598099714314240,12023,3366
702539513671897089,2834,940
702332542343577600,3126,1515
702321140488925184,3224,1023
702276748847800320,2426,754
702217446468493312,4686,1313
701981390485725185,3388,966
701952816642965504,3790,1005
701889187134500865,3480,1358
701805642395348998,3349,1638
701601587219795968,2063,441
701570477911896070,2766,908
701545186879471618,2619,598
701214700881756160,11987,4981
700890391244103680,2187,557
700864154249383937,2553,608
700847567345688576,2409,493
700796979434098688,2398,917
700747788515020802,22425,9082
700518061187723268,2564,781
700505138482569216,2257,555
700462010979500032,4056,1751
700167517596164096,2590,715
700151421916807169,2207,657
700143752053182464,7390,2653
700062718104104960,2606,676
700029284593901568,2041,575
700002074055016451,3254,1310
699801817392291840,3005,933
699788877217865730,2195,500
699779630832685056,2693,1206
699775878809702401,1931,591
699691744225525762,10115,4512
699446877801091073,5853,2561
699434518667751424,2128,503
699423671849451520,1337,318
699413908797464576,2046,617
699370870310113280,1860,430
699323444782047232,3093,847
699088579889332224,2212,619
699079609774645248,2408,640
699072405256409088,2915,1167
699060279947165696,3675,1761
699036661657767936,2563,1177
698989035503689728,3285,953
698953797952008193,2632,889
698907974262222848,2494,610
698710712454139905,2421,662
698703483621523456,1426,368
698635131305795584,1273,336
698549713696649216,2280,613
698355670425473025,1814,435
698342080612007937,2227,942
698262614669991936,4679,1960
698195409219559425,16477,5840
698178924120031232,2768,725
697995514407682048,1496,328
697990423684476929,3233,1266
697943111201378304,2350,660
697881462549430272,2964,1149
697630435728322560,1713,528
697616773278015490,3098,991
697596423848730625,2965,1235
697575480820686848,2012,489
697516214579523584,2014,1089
697482927769255936,2374,655
697463031882764288,3362,1372
697270446429966336,4615,1837
697259378236399616,3243,979
697255105972801536,2993,1136
697242256848379904,2470,653
696900204696625153,3113,1002
696894894812565505,2311,669
696886256886657024,4761,1757
696877980375769088,2407,696
696754882863349760,1458,355
696744641916489729,2036,915
696713835009417216,2338,636
696518437233913856,3842,1679
696490539101908992,1193,139
696488710901260288,2470,999
696405997980676096,3148,1132
696100768806522880,1892,636
695816827381944320,2963,1140
695794761660297217,3108,750
695767669421768709,1822,724
695629776980148225,4489,2048
695446424020918272,4326,1775
695409464418041856,8529,3494
695314793360662529,3565,1420
695095422348574720,2590,600
695074328191332352,2795,1069
695064344191721472,1578,580
695051054296211456,2617,776
694925794720792577,2647,900
694905863685980160,2703,915
694669722378485760,35201,14045
694356675654983680,1479,281
694352839993344000,2001,601
694342028726001664,1553,477
694329668942569472,1962,491
694206574471057408,4093,1994
694183373896572928,2904,911
694001791655137281,3341,1002
693993230313091072,1845,394
693942351086120961,1719,359
693647888581312512,2633,572
693644216740769793,1325,122
693642232151285760,2496,405
693629975228977152,2402,776
693622659251335168,1506,367
693590843962331137,4958,1910
693582294167244802,1613,240
693486665285931008,1744,621
693280720173801472,3293,1211
693267061318012928,2341,799
693262851218264065,2168,488
693231807727280129,2825,722
693155686491000832,7753,3143
693109034023534592,1682,596
693095443459342336,1821,448
692919143163629568,2632,735
692905862751522816,2384,851
692901601640583168,1728,591
692894228850999298,2222,781
692828166163931137,2809,867
692752401762250755,6688,3561
692568918515392513,4283,1501
692535307825213440,3103,1333
692530551048294401,1803,405
692423280028966913,1451,223
692417313023332352,9203,3382
692187005137076224,2496,798
692158366030913536,2116,775
692142790915014657,1620,385
692041934689402880,3350,1237
692017291282812928,2842,934
691820333922455552,3900,1619
691793053716221953,8003,4133
691756958957883396,2799,974
691675652215414786,1925,498
691483041324204033,2347,551
691459709405118465,3980,1119
691444869282295808,2600,834
691416866452082688,18981,7470
691321916024623104,2526,644
691096613310316544,2925,863
691090071332753408,1698,326
690989312272396288,5806,2814
690959652130045952,3515,1217
690938899477221376,4018,1903
690932576555528194,3226,994
690735892932222976,3714,1239
690728923253055490,2144,508
690690673629138944,2292,804
690649993829576704,1281,271
690607260360429569,292,18
690597161306841088,1923,587
690400367696297985,1856,441
690374419777196032,3200,829
690360449368465409,2630,863
690348396616552449,1485,503
690248561355657216,1650,408
690021994562220032,2743,1006
690015576308211712,2447,716
690005060500217858,3608,1648
689999384604450816,1397,360
689993469801164801,1435,440
689977555533848577,1347,437
689905486972461056,2407,689
689877686181715968,2991,1137
689835978131935233,2136,734
689661964914655233,3177,909
689659372465688576,10195,3768
689623661272240129,2196,628
689599056876867584,11456,5395
689557536375177216,2008,448
689517482558820352,3345,1397
689289219123089408,2217,919
689283819090870273,3210,1075
689280876073582592,1952,692
689275259254616065,1127,241
689255633275777024,2514,1060
689154315265683456,3025,977
689143371370250240,1992,498
688916208532455424,2669,846
688908934925697024,2085,746
688898160958271489,2060,765
688894073864884227,2200,669
688828561667567616,1361,365
688804835492233216,950,190
688789766343622656,2182,651
688547210804498433,2549,682
688519176466644993,2277,714
688385280030670848,9131,4387
688211956440801280,2201,811
688179443353796608,2102,575
688116655151435777,2782,758
688064179421470721,1706,354
687841446767013888,5372,2447
687826841265172480,2707,1098
687818504314159109,2440,931
687807801670897665,2355,702
687732144991551489,1720,649
687704180304273409,2391,823
687664829264453632,1902,502
687494652870668288,1863,563
687480748861947905,1575,232
687476254459715584,1948,521
687460506001633280,2028,536
687399393394311168,1859,604
687317306314240000,19808,8974
687312378585812992,4281,1854
687127927494963200,5339,2223
687124485711986689,2140,494
687109925361856513,5690,2400
687102708889812993,2313,955
687096057537363968,2199,594
686947101016735744,8494,3125
686760001961103360,3460,1353
686749460672679938,3421,1418
686730991906516992,4070,1172
686683045143953408,2775,783
686618349602762752,3639,1333
686606069955735556,1859,535
686394059078897668,1712,678
686386521809772549,3200,862
686377065986265092,2165,552
686358356425093120,2146,653
686286779679375361,3940,1629
686050296934563840,2180,712
686035780142297088,1130,114
686034024800862208,3024,1119
686007916130873345,2436,398
686003207160610816,1794,611
685973236358713344,2065,513
685943807276412928,1599,578
685906723014619143,7365,2804
685681090388975616,1994,119
685667379192414208,2322,550
685663452032069632,3173,1421
685641971164143616,2880,759
685547936038666240,32323,15251
685532292383666176,2981,1136
685325112850124800,9283,3873
685321586178670592,2600,622
685315239903100929,3241,1017
685307451701334016,2039,429
685268753634967552,3043,1175
685198997565345792,2298,653
685169283572338688,4040,1398
684969860808454144,2353,360
684959798585110529,6706,3052
684940049151070208,3155,1019
684926975086034944,3425,454
684914660081053696,3448,1419
684902183876321280,1830,517
684880619965411328,2050,793
684830982659280897,34401,21196
684800227459624960,2688,980
684594889858887680,8756,3435
684588130326986752,4050,1378
684567543613382656,2963,1185
684538444857667585,2605,925
684481074559381504,3813,1145
684460069371654144,1932,546
684241637099323392,7968,3195
684225744407494656,1207,202
684222868335505415,3751,1331
684200372118904832,2114,1017
684195085588783105,1870,497
684188786104872960,3433,1143
684177701129875456,1985,652
684147889187209216,2941,1488
684122891630342144,1976,461
684097758874210310,4040,1401
683857920510050305,3737,1097
683852578183077888,1903,339
683849932751646720,2561,935
683834909291606017,2577,1090
683828599284170753,2745,1046
683773439333797890,3286,1316
683742671509258241,6350,3223
683515932363329536,7200,2819
683498322573824003,3116,942
683481228088049664,2619,975
683462770029932544,2382,659
683449695444799489,3815,1578
683391852557561860,7516,2351
683357973142474752,2855,900
683142553609318400,2822,1017
683111407806746624,3339,891
683098815881154561,2126,642
683078886620553216,1955,550
683030066213818368,2128,726
682962037429899265,36099,16121
682808988178739200,1747,165
682788441537560576,2435,1084
682750546109968385,1495,427
682697186228989953,1293,355
682662431982772225,3001,1053
682638830361513985,2042,583
682429480204398592,3367,1128
682406705142087680,7419,1723
682393905736888321,2190,654
682389078323662849,1626,450
682303737705140231,2997,953
682259524040966145,4051,1171
682242692827447297,3172,1133
682088079302213632,17871,9616
682059653698686977,4846,1635
682047327939461121,3130,919
682032003584274432,6464,1952
682003177596559360,3058,1483
681981167097122816,2760,1010
681891461017812993,2424,796
681694085539872773,12576,3972
681679526984871937,1740,430
681654059175129088,2588,907
681610798867845120,1865,453
681579835668455424,3487,1269
681523177663676416,14015,5621
681340665377193984,1611,272
681339448655802368,9104,3994
681320187870711809,2597,721
681302363064414209,3848,1773
681297372102656000,3151,927
681281657291280384,3172,1073
681261549936340994,1431,265
681242418453299201,1455,516
681231109724700672,2360,470
681193455364796417,3619,1438
680970795137544192,2373,643
680959110691590145,4488,1958
680940246314430465,3141,1016
680934982542561280,2056,425
680913438424612864,2361,607
680889648562991104,1726,356
680836378243002368,3398,1291
680805554198020098,2114,650
680801747103793152,2336,801
680798457301471234,2787,1005
680609293079592961,2570,681
680583894916304897,3549,1300
680497766108381184,4156,1862
680494726643068929,1682,476
680473011644985345,2491,730
680440374763077632,1419,487
680221482581123072,1439,286
680206703334408192,2771,1130
680191257256136705,2102,483
680176173301628928,3816,1504
680161097740095489,2276,718
680145970311643136,3537,1698
680130881361686529,2241,911
680115823365742593,2663,878
680100725817409536,3498,1335
680085611152338944,12550,8759
680070545539371008,2530,835
679877062409191424,1946,634
679872969355714560,2146,647
679862121895714818,2402,600
679854723806179328,2790,1195
679844490799091713,2320,740
679828447187857408,35492,13617
679777920601223168,3042,1070
679736210798047232,2050,769
679729593985699840,2120,802
679722016581222400,1628,456
679530280114372609,4679,2025
679527802031484928,2581,703
679511351870550016,3283,1229
679503373272485890,3102,1427
679475951516934144,2050,620
679462823135686656,30822,18247
679405845277462528,2318,1166
679158373988876288,20758,7798
679148763231985668,2718,996
679132435750195208,2917,1119
679111216690831360,5832,2505
679062614270468097,16522,7817
679047485189439488,2196,643
679001094530465792,2765,1184
678991772295516161,2237,1119
678969228704284672,1603,441
678800283649069056,2506,866
678798276842360832,3374,1120
678774928607469569,2743,876
678767140346941444,3442,1319
678764513869611008,1599,461
678755239630127104,6913,3167
678740035362037760,3649,1616
678708137298427904,5459,2352
678675843183484930,2789,1409
678643457146150913,1993,389
678446151570427904,3899,1489
678424312106393600,5327,2462
678410210315247616,4095,1742
678399652199309312,78074,30839
678396796259975168,1553,402
678389028614488064,1821,407
678380236862578688,2372,877
678341075375947776,1690,514
678334497360859136,1269,240
678278586130948096,11124,5896
678255464182861824,1547,353
678023323247357953,1859,370
678021115718029313,13238,6122
677961670166224897,3326,1632
677918531514703872,1299,393
677895101218201600,4683,2002
677716515794329600,2964,945
677700003327029250,3303,1399
677698403548192770,1196,309
677687604918272002,2428,817
677673981332312066,3234,1450
677662372920729601,1891,920
677644091929329666,1797,773
677573743309385728,2076,679
677565715327688705,1265,445
677557565589463040,2379,1116
677547928504967168,6735,3554
677530072887205888,1034,221
677335745548390400,2958,1704
677334615166730240,1308,275
677331501395156992,1053,227
677328882937298944,3545,1450
677314812125323265,1591,517
677301033169788928,1198,390
677269281705472000,1918,683
677228873407442944,3449,1581
677187300187611136,2654,882
676975532580409345,2680,1027
676957860086095872,2171,783
676949632774234114,1266,382
676948236477857792,2088,833
676946864479084545,1679,352
676942428000112642,2002,721
676936541936185344,12324,4757
676916996760600576,2881,1746
676897532954456065,2177,703
676864501615042560,2030,679
676821958043033607,22184,14966
676819651066732545,1755,638
676811746707918848,1379,409
676776431406465024,4834,1951
676617503762681856,2792,921
676613908052996102,1043,193
676606785097199616,1834,415
676603393314578432,1122,369
676593408224403456,4399,2071
676590572941893632,890,116
676588346097852417,2229,751
676582956622721024,1150,263
676575501977128964,2487,1073
676533798876651520,1817,530
676496375194980353,1470,511
676470639084101634,11216,4487
676440007570247681,1663,636
676430933382295552,1350,326
676263575653122048,2011,516
676237365392908289,1164,274
676219687039057920,73889,29826
676215927814406144,1675,552
676191832485810177,2196,994
676146341966438401,1853,635
676121918416756736,2090,1119
676101918813499392,2735,1121
676098748976615425,2884,1357
676089483918516224,1263,421
675898130735476737,1551,550
675891555769696257,2043,819
675888385639251968,2283,918
675878199931371520,4023,1345
675870721063669760,1564,541
675853064436391936,2589,1237
675849018447167488,906,137
675845657354215424,2181,839
675822767435051008,1468,515
675820929667219457,1004,225
675798442703122432,9883,3287
675781562965868544,1561,448
675740360753160193,1121,327
675710890956750848,1810,777
675707330206547968,1893,651
675706639471788032,623,90
675534494439489536,1767,393
675531475945709568,1139,365
675522403582218240,997,274
675517828909424640,1239,446
675501075957489664,16508,5585
675497103322386432,3011,1228
675489971617296384,1241,566
675483430902214656,1773,936
675432746517426176,1460,545
675372240448454658,1617,495
675362609739206656,1018,221
675354435921575936,31212,16024
675349384339542016,3764,2166
675334060156301312,2649,1228
675166823650848770,3413,1513
675153376133427200,5982,2450
675149409102012420,3594,1605
675147105808306176,901,219
675146535592706048,1130,281
675145476954566656,2043,847
675135153782571009,1250,453
675113801096802304,1865,748
675111688094527488,919,239
675109292475830276,2688,1079
675047298674663426,1021,304
675015141583413248,2580,1121
675006312288268288,936,211
675003128568291329,1495,436
674999807681908736,2145,1053
674805413498527744,823,339
674800520222154752,2882,811
674793399141146624,2390,1035
674790488185167872,1052,240
674788554665512960,773,200
674781762103414784,1916,1134
674774481756377088,1062,447
674767892831932416,1741,739
674764817387900928,755,225
674754018082705410,1310,417
674752233200820224,1402,439
674743008475090944,1332,520
674742531037511680,461,49
674739953134403584,1052,367
674737130913071104,617,82
674690135443775488,1096,448
674670581682434048,1536,611
674664755118911488,874,234
674646392044941312,1370,461
674644256330530816,990,259
674638615994089473,1610,557
674632714662858753,1439,545
674606911342424069,897,93
674468880899788800,5958,1929
674447403907457024,1018,343
674436901579923456,1060,369
674422304705744896,1368,513
674416750885273600,661,130
674410619106390016,1147,437
674394782723014656,1447,543
674372068062928900,815,301
674330906434379776,542,72
674318007229923329,1342,493
674307341513269249,10841,6582
674291837063053312,14023,5548
674271431610523648,1493,692
674269164442398721,869,217
674265582246694913,1560,802
674262580978937856,1249,427
674255168825880576,1395,515
674082852460433408,727,157
674075285688614912,945,269
674063288070742018,6080,2066
674053186244734976,3139,1223
674051556661161984,1385,464
674045139690631169,1340,607
674042553264685056,686,119
674038233588723717,1054,398
674036086168010753,813,193
674024893172875264,1695,1154
674019345211760640,1076,287
674014384960745472,1486,603
674008982932058114,1141,336
673956914389192708,1865,902
673919437611909120,1119,352
673906403526995968,3022,1546
673887867907739649,898,240
673716320723169284,2937,710
673715861853720576,3368,1948
673711475735838725,996,282
673709992831262724,799,253
673708611235921920,1025,270
673707060090052608,1048,370
673705679337693185,1203,388
673700254269775872,1363,536
673697980713705472,3771,1848
673689733134946305,1658,609
673688752737402881,1204,465
673686845050527744,1366,407
673680198160809984,1308,436
673662677122719744,1193,345
673656262056419329,689,221
673636718965334016,1047,340
673612854080196609,1525,678
673583129559498752,1142,338
673580926094458881,790,260
673576835670777856,1317,530
673363615379013632,978,287
673359818736984064,1377,632
673355879178194945,1429,539
673352124999274496,1587,509
673350198937153538,716,195
673345638550134785,2387,1187
673343217010679808,920,255
673342308415348736,1209,539
673320132811366400,12779,7404
673317986296586240,836,237
673295268553605120,7158,2978
673270968295534593,1019,344
673240798075449344,1360,671
673213039743795200,2126,789
673148804208660480,1616,588
672997845381865473,1879,672
672995267319328768,904,272
672988786805112832,934,271
672984142909456390,1199,514
672980819271634944,1732,953
672975131468300288,1590,848
672970152493887488,905,336
672968025906282496,1263,508
672964561327235073,1360,608
672902681409806336,1304,463
672898206762672129,857,400
672884426393653248,1465,795
672877615439593473,983,329
672834301050937345,1245,536
672828477930868736,1191,460
672640509974827008,929,296
672622327801233409,1226,456
672614745925664768,1165,548
672609152938721280,1054,366
672604026190569472,1049,377
672594978741354496,1261,579
672591762242805761,906,318
672591271085670400,681,176
672538107540070400,974,343
672523490734551040,595,157
672488522314567680,1055,406
672482722825261057,1067,561
672481316919734272,685,122
672475084225949696,1372,657
672466075045466113,1289,498
672272411274932228,6115,3157
672267570918129665,1412,580
672264251789176834,1079,313
672256522047614977,2685,1443
672254177670729728,1363,697
672248013293752320,1647,564
672245253877968896,646,144
672239279297454080,853,302
672231046314901505,1731,948
672222792075620352,749,199
672205392827572224,2138,1081
672169685991993344,971,344
672160042234327040,833,336
672139350159835138,1647,652
672125275208069120,2265,1073
672095186491711488,943,343
672082170312290304,897,345
672068090318987265,1225,479
671896809300709376,8076,3931
671891728106971137,1250,538
671882082306625538,3286,1305
671879137494245376,1342,625
671874878652489728,1190,518
671866342182637568,1059,462
671855973984772097,852,407
671789708968640512,6699,3251
671768281401958400,1130,462
671763349865160704,1584,847
671744970634719232,1283,714
671743150407421952,715,223
671735591348891648,1366,705
671729906628341761,8061,4084
671561002136281088,12115,6793
671550332464455680,864,197
671547767500775424,1276,551
671544874165002241,1860,986
671542985629241344,1035,530
671538301157904385,879,362
671536543010570240,1107,380
671533943490011136,963,544
671528761649688577,794,241
671520732782923777,1322,497
671518598289059840,895,279
671511350426865664,1506,663
671504605491109889,6617,3346
671497587707535361,871,421
671488513339211776,945,450
671486386088865792,548,183
671485057807351808,720,220
671390180817915904,1365,697
671362598324076544,1049,279
671357843010908160,378,145
671355857343524864,457,112
671347597085433856,905,400
671186162933985280,696,194
671182547775299584,1057,315
671166507850801152,828,323
671163268581498880,1557,1028
671159727754231808,344,74
671154572044468225,669,206
671151324042559489,630,141
671147085991960577,630,202
671141549288370177,1088,618
671138694582165504,877,374
671134062904504320,703,178
671122204919246848,3298,2349
671115716440031232,1296,728
671109016219725825,1084,409
670995969505435648,1051,272
670842764863651840,23414,8155
670840546554966016,552,181
670838202509447168,1051,646
670833812859932673,413,114
670832455012716544,692,202
670826280409919488,5221,3805
670823764196741120,735,175
670822709593571328,574,90
670815497391357952,3005,1442
670811965569282048,1066,253
670807719151067136,1105,459
670804601705242624,1854,901
670803562457407488,322,83
670797304698376195,698,221
670792680469889025,783,257
670789397210615808,627,223
670786190031921152,567,187
670783437142401025,785,359
670782429121134593,1460,721
670780561024270336,753,270
670778058496974848,317,69
670764103623966721,1028,393
670755717859713024,416,99
670733412878163972,906,476
670727704916926465,788,335
670717338665226240,1128,450
670704688707301377,734,346
670691627984359425,558,227
670679630144274432,711,264
670676092097810432,234,38
670668383499735048,10127,4682
670474236058800128,1423,693
670468609693655041,337,82
670465786746662913,921,511
670452855871037440,521,190
670449342516494336,1144,607
670444955656130560,6381,1867
670442337873600512,613,187
670435821946826752,1000,481
670434127938719744,1336,604
670433248821026816,313,104
670428280563085312,1320,579
670427002554466305,494,148
670421925039075328,1238,598
670420569653809152,586,296
670417414769758208,539,303
670411370698022913,1909,832
670408998013820928,526,206
670403879788544000,408,143
670385711116361728,535,191
670374371102445568,710,251
670361874861563904,313,60
670338931251150849,406,101
670319130621435904,3694,1143
670303360680108032,411,123
670290420111441920,659,268
670093938074779648,973,310
670086499208155136,659,237
670079681849372674,2102,1145
670073503555706880,1480,741
670069087419133954,589,223
670061506722140161,718,310
670055038660800512,631,305
670046952931721218,615,160
670040295598354432,713,104
670037189829525505,561,256
670003130994700288,315,84
669993076832759809,306,78
669972011175813120,419,147
669970042633789440,285,51
669942763794931712,478,148
669926384437997569,358,89
669923323644657664,224,53
669753178989142016,758,372
669749430875258880,245,62
669684865554620416,483,83
669683899023405056,362,102
669682095984410625,334,127
669680153564442624,631,268
669661792646373376,768,401
669625907762618368,3338,1696
669603084620980224,902,338
669597912108789760,485,142
669583744538451968,1401,867
669573570759163904,413,130
669571471778410496,1504,951
669567591774625800,220,48
669564461267722241,369,112
669393256313184256,340,69
669375718304980992,1255,678
669371483794317312,466,167
669367896104181761,435,141
669363888236994561,592,214
669359674819481600,350,113
669354382627049472,2552,1197
669353438988365824,595,243
669351434509529089,409,169
669328503091937280,963,390
669327207240699904,545,114
669324657376567296,468,195
669216679721873412,1131,377
669214165781868544,413,149
669203728096960512,953,435
669037058363662336,622,290
669015743032369152,705,348
669006782128353280,546,229
669000397445533696,19807,5966
668994913074286592,418,209
668992363537309700,708,316
668989615043424256,632,309
668988183816871936,854,434
668986018524233728,520,153
668981893510119424,511,281
668979806671884288,754,327
668975677807423489,1236,545
668967877119254528,135,21
668960084974809088,664,229
668955713004314625,260,66
668932921458302977,246,53
668902994700836864,301,94
668892474547511297,377,138
668872652652679168,499,281
668852170888998912,426,149
668826086256599040,411,124
668815180734689280,524,244
668779399630725120,673,345
668655139528511488,495,205
668645506898350081,822,495
668643542311546881,823,487
668641109086707712,1007,504
668636665813057536,981,462
668633411083464705,2649,1495
668631377374486528,672,297
668627278264475648,296,104
668625577880875008,361,120
668623201287675904,1341,702
668620235289837568,187,37
668614819948453888,582,298
668587383441514497,1576,999
668567822092664832,227,49
668544745690562560,484,214
668542336805281792,430,198
668537837512433665,240,67
668528771708952576,439,207
668507509523615744,310,98
668496999348633600,383,121
668484198282485761,402,220
668480044826800133,432,136
668466899341221888,840,476
668297328638447616,593,275
668291999406125056,229,29
668286279830867968,477,128
668274247790391296,774,220
668268907921326080,522,220
668256321989451776,1220,557
668248472370458624,906,445
668237644992782336,5849,2648
668226093875376128,281,96
668221241640230912,488,183
668204964695683073,527,183
668190681446379520,610,188
668171859951755264,457,178
668154635664932864,470,290
668142349051129856,547,260
668113020489474048,631,218
667937095915278337,1180,742
667924896115245057,277,100
667915453470232577,197,53
667911425562669056,468,278
667902449697558528,813,355
667886921285246976,1772,1000
667885044254572545,778,436
667878741721415682,373,110
667873844930215936,590,379
667866724293877760,2866,968
667861340749471744,230,74
667832474953625600,279,58
667806454573760512,997,454
667801013445750784,311,89
667793409583771648,667,309
667782464991965184,392,230
667773195014021121,220,50
667766675769573376,415,201
667728196545200128,361,143
667724302356258817,454,299
667550904950915073,0,31
667550882905632768,0,29
667549055577362432,5452,2102
667546741521195010,321,115
667544320556335104,810,492
667538891197542400,192,60
667534815156183040,771,491
667530908589760512,441,221
667524857454854144,1604,1048
667517642048163840,349,179
667509364010450944,6430,1990
667502640335572993,513,208
667495797102141441,494,248
667491009379606528,496,210
667470559035432960,243,89
667455448082227200,180,56
