tweet_id,favorite_count,retweet_count
843604394117681152,16595,2669
843235543001513987,21135,5872
842846295480000512,15036,3542
842765311967449089,6625,1244
842535590457499648,17818,3424
842163532590374912,24044,5641
842115215311396866,13759,2958
841833993020538882,0,14681
841680585030541313,25353,7633
841439858740625411,12454,3592
841320156043304961,19507,5376
841314665196081154,15631,4535
841077006473256960,22512,5190
840761248237133825,0,1728
840728873075638272,0,15724
840698636975636481,172,2
840696689258311684,12121,949
840632337062862849,8867,1728
840370681858686976,16216,4454
840268004936019968,18999,5598
839990271299457024,13237,2227
839549326359670784,27095,7592
839290600511926273,0,140
839239871831150596,26747,6402
838952994649550848,19402,3912
838921590096166913,10992,2008
838916489579200512,0,34
838831947270979586,0,10790
838561493054533637,10826,1311
838476387338051585,22210,4679
838201503651401729,0,9841
838150277551247360,1650,325
838085839343206401,138,1
838083903487373313,17418,3065
837820167694528512,33648,7704
837482249356513284,3820,437
837471256429613056,12644,2232
837110210464448512,15877,2325
836989968035819520,12613,2261
836753516572119041,19146,4562
836677758902222849,12484,2194
836648853927522308,0,548
836397794269200385,0,27038
836380477523124226,14621,2938
836260088725786625,21110,4237
836001077879255040,18890,4188
835685285446955009,0,8003
835574547218894849,17623,3561
835536468978302976,0,1666
835309094223372289,0,20591
835297930240217089,16318,2961
835264098648616962,7664,1666
835246439529840640,2081,72
835172783151792128,25927,5680
835152434251116546,22180,2957
834931633769889797,10708,1614
834786237630337024,21221,5422
834574053763584002,13518,2488
834477809192075265,0,10479
834458053273591808,9544,1652
834209720923721728,20391,4675
834167344700198914,15696,3608
834089966724603904,9953,2103
834086379323871233,12953,2182
833863086058651648,13331,2373
833826103416520705,17931,3726
833732339549220864,0,220
833722901757046785,20659,3178
833479644947025920,14751,2023
833124694597443584,20030,4770
832998151111966721,13147,2169
832769181346996225,0,39
832757312314028032,16736,3575
832682457690300417,11782,2873
832645525019123713,2908,524
832636094638288896,15730,2747
832397543355072512,11882,2190
832369877331693569,17076,3154
832273440279240704,11273,2314
832215909146226688,0,6135
832215726631055365,0,9207
832088576586297345,62,2
832040443403784192,0,9497
832032802820481025,17736,4609
831939777352105988,23818,6059
831926988323639298,334,34
831911600680497154,27399,6421
831670449226514432,10360,1795
831650051525054464,7076,1895
831552930092285952,8911,2295
831322785565769729,9217,1535
831315979191906304,6497,1115
831309418084069378,11674,2433
831262627380748289,11828,2017
830956169170665475,7925,1480
830583320585068544,66351,16572
830173239259324417,0,5624
830097400375152640,9727,2905
829878982036299777,0,4943
829861396166877184,12172,1917
829501995190984704,31556,10479
829449946868879360,10402,1991
829141528400556032,24250,7248
829011960981237760,52930,16174
828801551087042563,0,3391
828770345708580865,25466,5804
828708714936930305,36298,11065
828650029636317184,9461,1327
828409743546925057,6322,1157
828408677031882754,7640,1278
828381636999917570,12533,2195
828376505180889089,7341,1059
828372645993398273,12520,2905
828361771580813312,2179,173
828046555563323392,11701,2846
828011680017821696,10304,2131
827933404142436356,19992,5195
827653905312006145,15431,3000
827600520311402496,7438,933
827324948884643840,15787,3008
827199976799354881,10539,2207
826958653328592898,21488,4943
826848821049180160,36185,10064
826615380357632002,0,3956
826598799820865537,5105,249
826598365270007810,10003,2318
826476773533745153,18339,4153
826240494070030336,13244,2589
826204788643753985,4864,915
826115272272650244,15600,3080
825876512159186944,10452,1855
825829644528148480,12700,2473
825535076884762624,56712,17463
825147591692263424,18239,4509
825120256414846976,0,1242
825026590719483904,6278,1242
824796380199809024,0,5466
824775126675836928,14860,3488
824663926340194305,10491,1761
824325613288833024,11807,10492
824297048279236611,15028,3833
824025158776213504,4822,597
823939628516474880,10610,2692
823719002937630720,0,11122
823699002998870016,13967,2507
823581115634085888,12998,2610
823333489516937216,701,24
823322678127919110,15706,3995
823269594223824897,0,9830
822975315408461824,17298,3426
822872901745569793,131313,42979
822859134160621569,13236,2264
822647212903690241,0,6377
822610361945911296,14792,2941
822489057087389700,18130,6377
822462944365645825,27943,14205
822244816520155136,34916,9830
822163064745328640,0,4743
821886076407029760,11309,2291
821813639212650496,0,3356
821765923262631936,8411,1653
821522889702862852,8043,1753
821421320206483457,0,5560
821407182352777218,11759,4325
821153421864615936,256,10
821149554670182400,8628,1970
821107785811234820,9603,2132
821044531881721856,12665,2272
820837357901512704,0,6700
820749716845686786,31528,9841
820690176645140481,12219,3215
820494788566847489,0,564
820446719150292993,0,2558
820314633777061888,3352,564
820078625395449857,19830,6263
820013781606658049,0,1172
819952236453363712,5333,1172
819924195358416896,12933,4871
819711362133872643,13380,3100
819588359383371776,9669,1983
819347104292290561,7221,1202
819238181065359361,2274,406
819227688460238848,23091,6700
819015337530290176,0,36817
819015331746349057,0,18942
819006400881917954,45393,18942
819004803107983360,87008,36817
818646164899774465,0,20946
818627210458333184,22441,7530
818614493328580609,9850,2549
818588835076603904,0,6119
818536468981415936,10905,2450
818307523543449600,0,8056
818259473185828864,11032,2261
818145370475810820,12291,2566
817908911860748288,4869,802
817827839487737858,51673,27038
817777686764523521,10779,2681
817536400337801217,11795,2957
817502432452313088,0,3382
817423860136083457,33867,14681
817415592588222464,5611,943
817181837579653120,0,8462
817171292965273600,8788,2020
817120970343411712,12246,2595
817056546584727552,8612,1641
816829038950027264,0,4720
816816676327063552,10033,2036
816697700272001025,9804,2184
816450570814898180,30480,8056
816336735214911488,8626,1945
816091915477250048,8967,2137
816062466425819140,0,1015
816014286006976512,0,5263
815990720817401858,4962,1015
815966073409433600,22474,8462
815745968457060357,0,4128
815736392542261248,9876,2261
815639385530101762,8252,1650
815390420867969024,10393,3812
814986499976527872,7690,1277
814638523311648768,11308,2696
814578408554463233,0,5840
814530161257443328,8672,1864
814153002265309185,28868,8688
813944609378369540,0,3191
813910438903693312,9343,1868
813812741911748608,36559,13993
813800681631023104,8366,1762
813217897535406080,18720,7304
813202720496779264,9279,1821
813187593374461952,19944,4357
813172488309972993,9310,1928
813157409116065792,7814,2218
813142292504645637,8523,2391
813130366689148928,4497,451
813127251579564032,11893,3142
813112105746448384,10355,2750
813096984823349248,10637,3640
813081950185472002,9946,2797
813066809284972545,7993,1962
813051746834595840,21104,7387
812781120811126785,7606,1912
812709060537683968,6648,1438
812503143955202048,6103,1223
812466873996607488,8005,1941
812372279581671427,13718,3667
811985624773361665,7307,1404
811744202451197953,7579,1599
811647686436880384,5646,745
811627233043480576,12837,3087
811386762094317568,21035,6413
810984652412424192,5365,1447
810896069567610880,9058,1778
810657578271330305,11033,2657
810284430598270976,35433,11316
810254108431155201,14779,3391
809920764300447744,15646,3956
809808892968534016,0,4905
809448704142938112,6981,1472
809220051211603969,20041,5624
809084759137812480,13321,3553
808838249661788160,10183,3051
808733504066486276,7955,2178
808501579447930884,11395,2610
808344865868283904,42821,20946
808134635716833280,0,5944
808106460588765185,8854,2221
808001312164028416,12612,3556
807621403335917568,14679,3628
807106840509214720,118912,55609
807059379405148160,0,7377
807010152071229440,13170,3883
806629075125202948,75122,34784
806620845233815552,0,5562
806576416489959424,4935,1965
806542213899489280,10294,2371
806242860592926720,0,11666
806219024703037440,6491,1198
805958939288408065,0,5395
805932879469572096,8339,1932
805826884734976000,6607,1831
805823200554876929,0,8046
805520635690676224,5800,1666
805487436403003392,8859,2539
805207613751304193,7893,1728
804738756058218496,13799,3830
804475857670639616,6174,2020
804413760345620481,0,3251
804026241225523202,44738,16207
803773340896923648,10136,2758
803692223237865472,0,7470
803638050916102144,11030,4170
803380650405482500,7827,1882
803321560782307329,0,5352
803276597545603072,10105,2469
802952499103731712,9079,2011
802624713319034886,0,2931
802600418706604034,7160,1479
802572683846291456,9007,2520
802323869084381190,16301,5856
802265048156610565,6803,1383
802239329049477120,9148,2636
802185808107208704,0,273
801958328846974976,7814,1727
801854953262350336,1800,237
801538201127157760,8289,2081
801285448605831168,6094,821
801167903437357056,24615,5944
801127390143516673,0,3975
801115127852503040,8132,2109
800859414831898624,693,98
800855607700029440,0,1621
800751577355128832,10649,2812
800513324630806528,13213,3007
800459316964663297,9581,2183
800443802682937345,0,4341
800388270626521089,11222,2826
800188575492947969,0,3972
800141422401830912,15387,2558
800018252395122689,28566,13232
799774291445383169,0,4714
799757965289017345,8457,2178
799422933579902976,8138,1937
799308762079035393,0,5496
799297110730567681,9950,2775
799063482566066176,8134,2487
798933969379225600,13173,4482
798925684722855936,7563,1449
798705661114773508,0,6684
798701998996647937,0,7825
798697898615730177,0,6571
798694562394996736,0,4981
798686750113755136,0,2351
798682547630837760,0,4757
798673117451325440,0,5585
798665375516884993,0,3931
798644042770751489,0,1867
798628517273620480,0,1990
798585098161549313,0,5721
798576900688019456,0,5889
798340744599797760,0,3350
798209839306514432,10500,2578
797971864723324932,11669,3118
797545162159308800,14662,4891
797236660651966464,20103,6618
797165961484890113,226,26
796904159865868288,0,8974
796865951799083009,7741,1935
796759840936919040,11909,3044
796563435802726400,0,7298
796484825502875648,7626,1768
796387464403357696,11079,4161
796177847564038144,0,14351
796149749086875649,32455,14351
796125600683540480,5013,1817
796116448414461957,9159,2428
796080075804475393,8526,2318
796031486298386433,10879,3732
795464331001561088,49892,23688
795400264262053889,10132,2884
795076730285391872,16307,5466
794983741416415232,0,3387
794926597468000259,10307,2316
794355576146903043,0,10326
794332329137291264,9654,2698
794205286408003585,9289,3332
793962221541933056,16949,4905
793845145112371200,9293,1875
793614319594401792,0,3151
793601777308463104,8034,1630
793500921481273345,10737,2378
793286476301799424,24750,9207
793271401113350145,8760,2404
793256262322548741,20101,8376
793241302385262592,10575,3307
793226087023144960,9900,2898
793210959003287553,8996,2807
793195938047070209,15364,5656
793180763617361921,6988,2011
793165685325201412,9461,2803
793150605191548928,6222,1713
793135492858580992,6456,2507
793120401413079041,12746,3943
792913359805018113,14429,4004
792883833364439040,11369,4286
792773781206999040,7407,1687
792394556390137856,13524,4313
792050063153438720,7203,1804
791821351946420224,0,21196
791784077045166082,0,9616
791780927877898241,0,3841
791774931465953280,45401,22295
791672322847637504,11825,3151
791406955684368384,13226,4128
791312159183634433,8848,2545
791026214425268224,0,4115
790987426131050500,9895,2143
790946055508652032,16760,4720
790723298204217344,0,2322
790698755171364864,8279,1931
790581949425475584,20784,7171
790337589677002753,7871,1889
790277117346975746,12645,3191
790227638568808452,0,3582
789986466051088384,9312,2322
789960241177853952,0,4138
789903600034189313,10420,4159
789628658055020548,7540,1778
789599242079838210,6804,1936
789530877013393408,11797,3387
789314372632018944,8714,2310
789280767834746880,0,4953
789268448748703744,9181,2621
789137962068021249,9787,2802
788908386943430656,27594,12533
788765914992902144,27502,10326
788552643979468800,0,7208
788412144018661376,15638,5279
788178268662984705,7267,2102
788150585577050112,6158,1292
788070120937619456,0,3438
788039637453406209,6169,1321
787810552592695296,8663,3062
787717603741622272,10318,2784
787397959788929025,10957,2856
787322443945877504,7819,1749
787111942498508800,0,6781
786963064373534720,26773,8003
786729988674449408,0,2430
786709082849828864,18307,6135
786664955043049472,10644,2555
786595970293370880,9498,3133
786363235746385920,10948,3508
786286427768250368,8012,2843
786233965241827333,15327,4743
786051337297522688,1429,155
786036967502913536,0,7024
785927819176054784,11436,3199
785872687017132033,6729,1812
785639753186217984,7891,2248
785533386513321988,9155,2002
785515384317313025,6150,1263
785264754247995392,7293,1629
785170936622350336,12086,4840
784826020293709826,10146,3251
784517518371221505,8999,2538
784431430411685888,5738,1273
784183165795655680,20145,8046
784057939640352768,29860,11122
783839966405230592,30137,10790
783821107061198850,7388,1979
783695101801398276,10508,3211
783466772167098368,8492,2244
783391753726550016,16948,5477
783347506784731136,0,5548
783334639985389568,29234,11666
783085703974514689,8183,2203
782969140009107456,24212,7377
782747134529531904,7487,1409
782722598790725632,17316,5395
782598640137187329,7817,1875
782305867769217024,16679,5560
782021823840026624,0,6197
781955203444699136,11155,3369
781661882474196992,10456,2717
781655249211752448,3999,1131
781524693396357120,20804,5562
781308096455073793,7159,2555
781251288990355457,8460,2079
781163403222056960,9831,2748
780931614150983680,21664,7298
780858289093574656,7204,2013
780800785462489090,5492,1301
780601303617732608,12138,3356
780543529827336192,6311,1745
780496263422808064,0,3680
780476555013349377,0,112
780459368902959104,5307,1079
780192070812196864,8713,2236
780092040432480260,0,2293
780074436359819264,12174,4949
779834332596887552,18908,7024
779377524342161408,8809,3107
779124354206535695,0,18247
779056095788752897,14763,4534
778990705243029504,19966,7175
778774459159379968,0,9858
778764940568104960,870,361
778748913645780993,6899,1304
778650543019483137,5777,1494
778624900596654080,4642,1008
778408200802557953,13632,4313
778396591732486144,0,12190
778383385161035776,5832,1102
778286810187399168,10378,3283
778039087836069888,8507,2638
778027034220126208,6544,1607
777953400541634568,0,3517
777885040357281792,6345,1628
777684233540206592,11234,2931
777641927919427584,0,4219
777621514455814149,8743,2499
777189768882946048,14269,4292
776819012571455488,0,13617
776813020089548800,4875,1206
776477788987613185,8820,2768
776249906839351296,0,9082
776218204058357768,29860,15796
776201521193218049,9612,2512
776113305656188928,11746,4341
776088319444877312,1843,151
775898661951791106,0,16460
775842724423557120,11704,2646
775733305207554048,13869,3975
775729183532220416,12987,4587
775364825476165632,7394,2955
775350846108426240,10148,3892
775085132600442880,15536,4714
774757898236878852,8599,1784
774639387460112384,6725,1723
774314403806253056,21739,5496
773985732834758656,10708,3837
773922284943896577,6393,1744
773704687002451968,6589,1620
773670353721753600,5353,1307
773547596996571136,22068,6119
773336787167145985,0,5044
773308824254029826,23271,7445
773247561583001600,9445,3240
773191612633579521,9965,4106
772877495989305348,8532,3859
772826264096874500,8022,2338
772615324260794368,0,3361
772581559778025472,6471,1693
772193107915964416,6021,1383
772152991789019136,3796,1125
772117678702071809,3765,737
772114945936949249,2724,466
772102971039580160,3982,938
771908950375665664,6570,1894
771770456517009408,11978,3350
771500966810099713,8234,2600
771380798096281600,10443,5044
771171053431250945,0,7404
771136648247640064,9117,2908
771102124360998913,6215,1432
771014301343748096,6842,1645
770787852854652928,4909,1195
770772759874076672,5148,1410
770655142660169732,7311,1757
770414278348247044,6309,2090
770293558247038976,6217,1464
770093767776997377,0,3032
770069151037685760,7566,2282
769940425801170949,31220,9497
769695466921623552,6393,1674
769335591808995329,0,7683
769212283578875904,5371,1708
768970937022709760,14295,6464
768909767477751808,0,2653
768855141948723200,4180,880
768609597686943744,4095,1197
768596291618299904,5016,1275
768554158521745409,0,5801
768473857036525572,13572,3397
768193404517830656,10826,3517
767884188863397888,4720,1372
767754930266464257,15936,5352
767500508068192258,7478,2329
767191397493538821,12260,3730
767122157629476866,10143,2839
766864461642756096,0,5590
766793450729734144,5042,1348
766714921925144576,2606,375
766693177336135680,3991,788
766423258543644672,5978,1572
766313316352462849,6760,1875
766078092750233600,0,2599
766069199026450432,4207,846
766008592277377025,3727,494
765719909049503744,7198,2136
765669560888528897,5162,1217
765395769549590528,26511,3360
765371061932261376,7035,2151
765222098633691136,11583,3361
764857477905154048,6419,1762
764259802650378240,5986,1491
763956972077010945,759,54
763837565564780549,12497,4115
763183847194451968,5349,1455
763167063695355904,0,2978
763103485927849985,7328,2276
762699858130116608,12072,3582
762471784394268675,11154,6360
762464539388485633,10224,4138
762316489655476224,4768,1112
762035686371364864,31671,15419
761976711479193600,5371,1990
761750502866649088,0,3873
761745352076779520,4248,858
761672994376806400,49187,28813
761599872357261312,4107,1182
761371037149827077,0,17915
761334018830917632,5161,1438
761292947749015552,4461,1074
761227390836215808,5295,1548
761004547850530816,11257,3438
760893934457552897,3793,965
760656994973933572,6541,1890
760641137271070720,4948,1282
760539183865880579,7522,3587
760521673607086080,4183,1376
760290219849637889,26612,11357
760252756032651264,3928,862
760190180481531904,5660,1779
760153949710192640,0,30
759943073749200896,5907,2057
759923798737051648,14585,5590
759846353224826880,6687,1946
759793422261743616,5912,1885
759557299618865152,4657,1172
759447681597108224,8416,2430
759446261539934208,1660,480
759197388317847553,6031,1927
759159934323924993,0,1143
759099523532779520,14401,4119
759047813560868866,6434,1986
758854675097526272,3521,887
758828659922702336,11139,3797
758740312047005698,5696,1599
758474966123810816,3773,988
758467244762497024,4749,2186
758405701903519748,5166,1884
758355060040593408,3371,1056
758099635764359168,18905,9858
758041019896193024,2681,368
757741869644341248,6835,3213
757729163776290825,0,7817
757725642876129280,4509,1195
757611664640446465,4538,1091
757597904299253760,0,297
757596066325864448,4299,1041
757400162377592832,15004,6764
757393109802180609,5767,1719
757354760399941633,4484,1404
756998049151549440,6227,1964
756939218950160384,6590,1985
756651752796094464,5003,1283
756526248105566208,10339,3538
756303284449767430,3891,1087
756288534030475264,43639,17478
756275833623502848,6352,1513
755955933503782912,7259,2843
755206590534418437,16299,5294
755110668769038337,20994,10960
754874841593970688,0,7798
754856583969079297,6851,2479
754747087846248448,2567,513
754482103782404096,5243,1929
754449512966619136,3712,723
754120377874386944,7822,2327
753655901052166144,5788,2147
753420520834629632,7832,3509
753398408988139520,5692,1873
753375668877008896,7579,2293
753298634498793472,0,5621
753294487569522689,3337,1026
753039830821511168,36765,20591
753026973505581056,3890,949
752932432744185856,12506,6781
752917284578922496,6879,1555
752701944171524096,0,2819
752682090207055872,5953,1573
752660715232722944,4341,1538
752568224206688256,5445,2248
752519690950500352,7303,3398
752334515931054080,3784,1079
752309394570878976,0,16024
752173152931807232,5901,1808
751950017322246144,3033,900
751937170840121344,5142,1308
751830394383790080,5758,1919
751793661361422336,5764,2860
751598357617971201,7839,3007
751583847268179968,4342,1087
751538714308972544,4989,1242
751456908746354688,3180,989
751251247299190784,12381,5791
751205363882532864,6265,1789
751132876104687617,5014,1285
750868782890057730,4729,1345
750719632563142656,13044,4953
750506206503038976,4397,1129
750429297815552001,13036,4219
750383411068534784,4518,1132
750381685133418496,687,27
750147208377409536,3074,944
750132105863102464,3570,1276
750117059602808832,4285,1289
750101899009982464,3012,827
750086836815486976,2148,524
750071704093859840,7745,3271
750056684286914561,3131,883
750041628174217216,3135,604
750026558547456000,2694,774
750011400160841729,3211,893
749996283729883136,3032,802
749981277374128128,5071,2428
749774190421639168,4619,1301
749417653287129088,6047,1620
749403093750648834,2594,529
749395845976588288,8472,3385
749317047558017024,5437,2208
749075273010798592,5696,2049
749064354620928000,4757,1500
749036806121881602,3061,785
748977405889503236,10653,3345
748932637671223296,5744,2210
748705597323898880,2745,936
748699167502000129,4686,1555
748692773788876800,4197,1315
748575535303884801,5994,1947
748568946752774144,2174,663
748346686624440324,5151,1215
748337862848962560,7538,4033
748324050481647620,3635,744
748307329658011649,3631,700
748220828303695873,13960,7646
747963614829678593,5706,2101
747933425676525569,6529,2501
747885874273214464,2896,951
747844099428986880,2785,734
747816857231626240,4782,1142
747651430853525504,1371,152
747648653817413632,12722,5758
747600769478692864,2297,549
747594051852075008,3626,1043
747512671126323200,5454,1585
747461612269887489,3822,1026
747439450712596480,5353,1885
747242308580548608,0,2866
747219827526344708,5185,1540
747204161125646336,3326,902
747103485104099331,9434,3907
746906459439529985,2862,292
746872823977771008,5903,2099
746818907684614144,5256,1712
746790600704425984,4800,1573
746757706116112384,9438,3841
746726898085036033,5965,1761
746542875601690625,4964,1849
746521445350707200,0,968
746507379341139972,4591,1070
746369468511756288,6105,1607
746131877086527488,6811,2160
746056683365994496,3516,801
745789745784041472,3963,1049
745712589599014916,6902,2287
745433870967832576,6978,2490
745422732645535745,8454,2390
745314880350101504,7081,2705
745074613265149952,7715,3412
745057283344719872,7165,2206
744995568523612160,2933,602
744971049620602880,7760,2640
744709971296780288,5525,1536
744334592493166593,6687,2066
744234799360020481,153975,76277
744223424764059648,1638,356
743980027717509120,4108,1073
743895849529389061,3599,949
743835915802583040,0,2029
743609206067040256,4398,1355
743595368194129920,18052,6394
743545585370791937,3475,922
743510151680958465,7814,3666
743253157753532416,4159,1199
743222593470234624,6097,1875
743210557239623680,3780,1337
742534281772302336,6962,3506
742528092657332225,4350,1931
742465774154047488,7142,3847
742423170473463808,9669,3680
742385895052087300,6696,1924
742161199639494656,4254,1340
742150209887731712,5032,1515
741793263812808706,4470,1484
741743634094141440,8043,2689
741438259667034112,3628,808
741303864243200000,8638,3140
741099773336379392,9822,5401
741067306818797568,9368,3032
740995100998766593,6250,2676
740711788199743490,3348,917
740699697422163968,2799,765
740676976021798912,17863,6684
740373189193256964,34464,13053
740365076218183684,2419,422
740359016048689152,3243,848
740214038584557568,6581,1922
739979191639244800,19617,5801
739932936087216128,3987,1055
739844404073074688,3743,842
739623569819336705,3703,1330
739606147276148736,5296,1619
739544079319588864,38814,20765
739485634323156992,7032,2865
739238157791694849,113824,56731
738891149612572673,108,6
738885046782832640,3710,1119
738883359779196928,3242,774
738537504001953792,4997,1495
738402415918125056,3199,810
738184450748633089,4245,1190
738166403467907072,8620,3280
738156290900254721,2458,626
737826014890496000,5169,1729
737800304142471168,9812,3385
737678689543020544,4953,1280
737445876994609152,10059,4354
737322739594330112,3541,795
737310737551491075,14385,7254
736736130620620800,4169,1690
736392552031657984,17374,7208
736365877722001409,3896,1211
736225175608430592,7962,2719
736010884653420544,7735,2909
735991953473572864,3523,1120
735648611367784448,3962,1080
735635087207878657,6050,2298
735274964362878976,12785,4909
735256018284875776,3260,859
735137028879360001,3071,950
734912297295085568,2697,516
734787690684657664,12289,6151
734776360183431168,2457,526
734559631394082816,1458,387
733828123016450049,3510,760
733822306246479872,3591,1000
733482008106668032,3077,925
733460102733135873,4108,1249
733109485275860992,49254,16460
732732193018155009,2386,524
732726085725589504,3486,872
732585889486888962,3598,761
732375214819057664,7920,2456
732005617171337216,14595,5263
731285275100512256,3418,974
